JayID,Jays.USFWBand,Sex,AgeKnown,NatalNest,FBreeder,Jays_1.USFWBand,MBreeder,Jays_2.USFWBand,HatchDate,MeasDate,Expr1,LastObsDate,FldgDate
YAS-,1383-27227,,Y,YTRE811,FSY-,1163-94305,B-SL,1163-94386,4/11/1981,4/22/1981,11,10/17/1982,4/27/1981
BAS-,1383-27228,,Y,YTRE811,FSY-,1163-94305,B-SL,1163-94386,4/11/1981,4/22/1981,11,10/17/1982,4/27/1981
WnS-,1383-27199,,Y,XRDS811,-SLR,1323-63712,-ORS,1383-27132,3/31/1981,4/11/1981,11,12/11/1981,4/19/1981
RnS-,1383-27200,,Y,XRDS811,-SLR,1323-63712,-ORS,1383-27132,3/31/1981,4/11/1981,11,12/11/1981,4/19/1981
GBS-,1383-27201,,Y,XRDS811,-SLR,1323-63712,-ORS,1383-27132,3/31/1981,4/11/1981,11,12/11/1981,4/19/1981
BS-n,1423-42648,,Y,NBEN824,O-SY,1323-63732,SPG-,793-09860,5/10/1982,5/21/1982,11,9/13/1984,5/28/1982
PS-O,1423-42649,,Y,NBEN824,O-SY,1323-63732,SPG-,793-09860,5/10/1982,5/21/1982,11,9/13/1984,5/28/1982
OS-O,1423-42650,F,Y,NBEN824,O-SY,1323-63732,SPG-,793-09860,5/10/1982,5/21/1982,11,9/13/1984,5/28/1982
SO-n,1423-42808,,Y,NBEN841,O-SY,1323-63732,SPG-,793-09860,4/11/1984,4/22/1984,11,9/13/1984,4/28/1984
SL-n,1423-42809,,Y,NBEN841,O-SY,1323-63732,SPG-,793-09860,4/11/1984,4/22/1984,11,9/13/1984,4/28/1984
SF-n,1423-42810,,Y,NBEN841,O-SY,1323-63732,SPG-,793-09860,4/11/1984,4/22/1984,11,9/13/1984,4/28/1984
SA-n,1423-42811,,Y,NBEN841,O-SY,1323-63732,SPG-,793-09860,4/11/1984,4/22/1984,11,9/13/1984,4/28/1984
PFS-,1383-27241,,Y,FIRE811,-SYR,1323-63763,-SAR,1323-63714,4/22/1981,5/3/1981,11,2/14/1983,5/9/1981
OnS-,1383-27242,,Y,FIRE811,-SYR,1323-63763,-SAR,1323-63714,4/22/1981,5/3/1981,11,2/14/1983,5/9/1981
RS-L,1423-42651,F,Y,FIRE822,-SYR,1323-63763,-YAS,1383-27177,5/19/1982,5/30/1982,11,2/14/1983,6/6/1982
GS-n,1423-42652,,Y,FIRE822,-SYR,1323-63763,-YAS,1383-27177,5/19/1982,5/30/1982,11,2/14/1983,6/6/1982
S-OB,1423-42680,M,Y,LINS831,-SAB,1323-63772,-SYW,793-09885,4/14/1983,4/25/1983,11,11/11/1983,5/2/1983
S-LB,1423-42681,M,Y,LINS831,-SAB,1323-63772,-SYW,793-09885,4/14/1983,4/25/1983,11,11/11/1983,5/2/1983
S-FB,1423-42682,M,Y,LINS831,-SAB,1323-63772,-SYW,793-09885,4/14/1983,4/25/1983,11,11/11/1983,5/2/1983
S-AN,1423-42683,,Y,LINS831,-SAB,1323-63772,-SYW,793-09885,4/14/1983,4/25/1983,11,11/11/1983,5/2/1983
BnS-,1383-27232,,Y,LINS811,-SAB,1323-63772,-SYW,793-09885,4/16/1981,4/27/1981,11,11/11/1983,5/3/1981
PnS-,1383-27233,,Y,LINS811,-SAB,1323-63772,-SYW,793-09885,4/16/1981,4/27/1981,11,11/11/1983,5/3/1981
OnS-,1383-27234,,Y,LINS811,-SAB,1323-63772,-SYW,793-09885,4/16/1981,4/27/1981,11,11/11/1983,5/3/1981
OSn-,1433-87450,,Y,CTRN851,O-SL,1323-63786,R-BZ,1423-42643,4/20/1985,5/1/1985,11,10/11/1985,5/8/1985
LSL-,1433-87451,,Y,CTRN851,O-SL,1323-63786,R-BZ,1423-42643,4/20/1985,5/1/1985,11,10/11/1985,5/8/1985
FSL-,1433-87452,M,Y,CTRN851,O-SL,1323-63786,R-BZ,1423-42643,4/20/1985,5/1/1985,11,10/11/1985,5/8/1985
ASn-,1433-87453,,Y,CTRN851,O-SL,1323-63786,R-BZ,1423-42643,4/20/1985,5/1/1985,11,10/11/1985,5/8/1985
YS-F,1423-42605,M,Y,SAND821,BGS-,1383-27085,-SAY,1323-63736,4/15/1982,4/26/1982,11,7/20/1983,5/3/1982
BS-F,1423-42606,F,Y,SAND821,BGS-,1383-27085,-SAY,1323-63736,4/15/1982,4/26/1982,11,7/20/1983,5/3/1982
S-PO,1423-42772,F,Y,SAND832,BGS-,1383-27085,-SAY,1323-63736,6/4/1983,6/15/1983,11,7/20/1983,6/19/1983
S-OO,1423-42773,M,Y,SAND832,BGS-,1383-27085,-SAY,1323-63736,6/4/1983,6/15/1983,11,7/20/1983,6/19/1983
OFS=,1383-27238,M,Y,SSAN811,FO-S,1383-27151,SBW-,793-09810,4/17/1981,4/28/1981,11,8/10/1983,5/5/1981
LnS-,1383-27239,,Y,SSAN811,FO-S,1383-27151,SBW-,793-09810,4/17/1981,4/28/1981,11,8/10/1983,5/5/1981
FnS-,1383-27240,,Y,SSAN811,FO-S,1383-27151,SBW-,793-09810,4/17/1981,4/28/1981,11,8/10/1983,5/5/1981
S-YP,1423-42709,F,Y,SSAN831,FO-S,1383-27151,SBW-,793-09810,4/18/1983,4/29/1983,11,8/10/1983,5/7/1983
S-Bn,1423-42710,,Y,SSAN831,FO-S,1383-27151,SBW-,793-09810,4/18/1983,4/29/1983,11,8/10/1983,5/7/1983
S-Pn,1423-42711,,Y,SSAN831,FO-S,1383-27151,SBW-,793-09810,4/18/1983,4/29/1983,11,8/10/1983,5/7/1983
OS-n,1423-42636,,Y,SSAN822,FO-S,1383-27151,SBW-,793-09810,4/26/1982,5/7/1982,11,8/10/1983,5/15/1982
LS-L,1423-42637,M,Y,SSAN822,FO-S,1383-27151,SBW-,793-09810,4/26/1982,5/7/1982,11,8/10/1983,5/15/1982
FS-n,1423-42638,,Y,SSAN822,FO-S,1383-27151,SBW-,793-09810,4/26/1982,5/7/1982,11,8/10/1983,5/15/1982
AS-L,1423-42639,F,Y,SSAN822,FO-S,1383-27151,SBW-,793-09810,4/26/1982,5/7/1982,11,8/10/1983,5/15/1982
WAS-,1383-27254,,Y,CACT811,F-SL,1383-27152,A-SO,1383-27194,4/30/1981,5/11/1981,11,6/10/1989,5/16/1981
RnS-,1383-27255,,Y,CACT811,F-SL,1383-27152,A-SO,1383-27194,4/30/1981,5/11/1981,11,6/10/1989,5/16/1981
GnS-,1383-27256,,Y,CACT811,F-SL,1383-27152,A-SO,1383-27194,4/30/1981,5/11/1981,11,6/10/1989,5/16/1981
PSF-,1433-87476,F,Y,CACT851,F-SL,1383-27152,A-SO,1383-27194,4/26/1985,5/7/1985,11,6/10/1989,5/13/1985
OSn-,1433-87477,,Y,CACT851,F-SL,1383-27152,A-SO,1383-27194,4/26/1985,5/7/1985,11,6/10/1989,5/13/1985
LSF-,1433-87478,F,Y,CACT851,F-SL,1383-27152,A-SO,1383-27194,4/26/1985,5/7/1985,11,6/10/1989,5/13/1985
SFn-,1433-93087,,Y,SSAN871,F-SL,1383-27152,LS-L,1423-42637,4/20/1987,5/1/1987,11,6/10/1989,5/8/1987
SAP-,1433-93088,M,Y,SSAN871,F-SL,1383-27152,LS-L,1423-42637,4/20/1987,5/1/1987,11,6/10/1989,5/8/1987
SYO-,1433-93080,,Y,FENC871,YG-S,1383-27154,GPS-,1053-56510,4/18/1987,4/29/1987,11,9/14/1987,5/6/1987
SBO-,1433-93081,,Y,FENC871,YG-S,1383-27154,GPS-,1053-56510,4/18/1987,4/29/1987,11,9/14/1987,5/6/1987
SPO-,1433-93082,F,Y,FENC871,YG-S,1383-27154,GPS-,1053-56510,4/18/1987,4/29/1987,11,9/14/1987,5/6/1987
S-GB,1423-42689,M,Y,ROSE831,YG-S,1383-27154,-BPS,1383-27178,4/15/1983,4/26/1983,11,9/14/1987,5/3/1983
S-Yn,1423-42690,,Y,ROSE831,YG-S,1383-27154,-BPS,1383-27178,4/15/1983,4/26/1983,11,9/14/1987,5/3/1983
S-BB,1423-42691,F,Y,ROSE831,YG-S,1383-27154,-BPS,1383-27178,4/15/1983,4/26/1983,11,9/14/1987,5/3/1983
s-nn,1423-42691.1,,Y,ROSE831,YG-S,1383-27154,-BPS,1383-27178,4/15/1983,4/26/1983,11,9/14/1987,5/3/1983
SW-F,1423-42826,,Y,ROSE842,YG-S,1383-27154,-BPS,1383-27178,4/16/1984,4/27/1984,11,9/14/1987,5/4/1984
SR-n,1423-42827,,Y,ROSE842,YG-S,1383-27154,-BPS,1383-27178,4/16/1984,4/27/1984,11,9/14/1987,5/4/1984
SG-F,1423-42828,F,Y,ROSE842,YG-S,1383-27154,-BPS,1383-27178,4/16/1984,4/27/1984,11,9/14/1987,5/4/1984
SP-O,1423-42794,,Y,EBAY842,AY-S,1383-27155,-WGS,1053-56501,4/7/1984,4/18/1984,11,7/15/1993,4/28/1984
SO-O,1423-42795,F,Y,EBAY842,AY-S,1383-27155,-WGS,1053-56501,4/7/1984,4/18/1984,11,7/15/1993,4/28/1984
SL-n,1423-42796,,Y,EBAY842,AY-S,1383-27155,-WGS,1053-56501,4/7/1984,4/18/1984,11,7/15/1993,4/28/1984
SF-n,1423-42797,,Y,EBAY842,AY-S,1383-27155,-WGS,1053-56501,4/7/1984,4/18/1984,11,7/15/1993,4/28/1984
-SWA,1053-14420,M,Y,EBAY882,AY-S,1383-27155,-WGS,1053-56501,5/26/1988,6/6/1988,11,7/15/1993,6/12/1988
-SRA,1053-14421,F,Y,EBAY882,AY-S,1383-27155,-WGS,1053-56501,5/26/1988,6/6/1988,11,7/15/1993,6/12/1988
-SGn,1053-14422,,Y,EBAY882,AY-S,1383-27155,-WGS,1053-56501,5/26/1988,6/6/1988,11,7/15/1993,6/12/1988
-SYA,1053-14423,M,Y,EBAY882,AY-S,1383-27155,-WGS,1053-56501,5/26/1988,6/6/1988,11,7/15/1993,6/12/1988
S-Wn,1423-42674,,Y,EBAY831,AY-S,1383-27155,-WGS,1053-56501,4/3/1983,4/14/1983,11,7/15/1993,4/21/1983
APZ-,1453-39142,,Y,EBAY913,AY-S,1383-27155,-WGS,1053-56501,5/10/1991,5/21/1991,11,7/15/1993,5/29/1991
-WRZ,1053-56784,M,Y,EBAY901,AY-S,1383-27155,-WGS,1053-56501,4/17/1990,4/28/1990,11,7/15/1993,5/5/1990
-RRZ,1053-56785,M,Y,EBAY901,AY-S,1383-27155,-WGS,1053-56501,4/17/1990,4/28/1990,11,7/15/1993,5/5/1990
-GnZ,1053-56786,M,Y,EBAY901,AY-S,1383-27155,-WGS,1053-56501,4/17/1990,4/28/1990,11,7/15/1993,5/5/1990
FR-Z,1053-56687,F,Y,EBAY892,AY-S,1383-27155,-WGS,1053-56501,4/28/1989,5/9/1989,11,7/15/1993,5/16/1989
AR-Z,1053-56688,M,Y,EBAY892,AY-S,1383-27155,-WGS,1053-56501,4/28/1989,5/9/1989,11,7/15/1993,5/16/1989
BSF-,1433-87448,,Y,LINX851,F-SF,1383-27156,G-RZ,1423-42668,4/18/1985,4/29/1985,11,5/14/1985,5/5/1985
PSP=,1433-87449,M,Y,LINX851,F-SF,1383-27156,G-RZ,1423-42668,4/18/1985,4/29/1985,11,5/14/1985,5/5/1985
-YSn,1433-92996,,Y,WCPR861,-WRS,1383-27164,F-BZ,1433-92954,4/25/1986,5/6/1986,11,6/15/1987,5/14/1986
-BSn,1433-92997,,Y,WCPR861,-WRS,1383-27164,F-BZ,1433-92954,4/25/1986,5/6/1986,11,6/15/1987,5/14/1986
-PSn,1433-92998,,Y,WCPR861,-WRS,1383-27164,F-BZ,1433-92954,4/25/1986,5/6/1986,11,6/15/1987,5/14/1986
-OSn,1433-92999,,Y,WCPR861,-WRS,1383-27164,F-BZ,1433-92954,4/25/1986,5/6/1986,11,6/15/1987,5/14/1986
SWB-,1433-93077,,Y,WCPR871,-WRS,1383-27164,F-BZ,1433-92954,4/18/1987,4/29/1987,11,6/15/1987,5/8/1987
SRB-,1433-93078,,Y,WCPR871,-WRS,1383-27164,F-BZ,1433-92954,4/18/1987,4/29/1987,11,6/15/1987,5/8/1987
SGn-,1433-93079,,Y,WCPR871,-WRS,1383-27164,F-BZ,1433-92954,4/18/1987,4/29/1987,11,6/15/1987,5/8/1987
SF-n,1423-42873,,Y,WCPR842,-WRS,1383-27164,-PLS,1383-27187,5/18/1984,5/29/1984,11,6/15/1987,6/5/1984
SA-R,1423-42874,,Y,WCPR842,-WRS,1383-27164,-PLS,1383-27187,5/18/1984,5/29/1984,11,6/15/1987,6/5/1984
S-Gn,1423-42733,,Y,WCPR831,-WRS,1383-27164,-PLS,1383-27187,4/24/1983,5/5/1983,11,6/15/1987,5/13/1983
S-Yn,1423-42734,,Y,WCPR831,-WRS,1383-27164,-PLS,1383-27187,4/24/1983,5/5/1983,11,6/15/1987,5/13/1983
SGn-,1433-93091,,Y,ARCT871,-GPS,1383-27173,GSR=,1433-92936,4/26/1987,5/7/1987,11,7/12/1988,5/15/1987
SYY-,1433-93092,,Y,ARCT871,-GPS,1383-27173,GSR=,1433-92936,4/26/1987,5/7/1987,11,7/12/1988,5/15/1987
SBn-,1433-93093,,Y,ARCT871,-GPS,1383-27173,GSR=,1433-92936,4/26/1987,5/7/1987,11,7/12/1988,5/15/1987
SPn-,1433-93094,,Y,ARCT871,-GPS,1383-27173,GSR=,1433-92936,4/26/1987,5/7/1987,11,7/12/1988,5/15/1987
BS-L,1423-42646,,Y,ARCT821,-GPS,1383-27173,W-WZ,1383-27206,5/3/1982,5/14/1982,11,7/12/1988,5/20/1982
PS-L,1423-42647,,Y,ARCT821,-GPS,1383-27173,W-WZ,1383-27206,5/3/1982,5/14/1982,11,7/12/1988,5/20/1982
-WSL,1433-92980,,Y,ARCT861,-GPS,1383-27173,F-PZ,1433-92979,4/13/1986,4/24/1986,11,7/12/1988,5/1/1986
-RSL,1433-92981,F,Y,ARCT861,-GPS,1383-27173,F-PZ,1433-92979,4/13/1986,4/24/1986,11,7/12/1988,5/1/1986
-SLn,1043-80189,,Y,ARCT882,-GPS,1383-27173,GSR=,1433-92936,5/10/1988,5/21/1988,11,7/12/1988,5/26/1988
-SFn,1043-80190,,Y,ARCT882,-GPS,1383-27173,GSR=,1433-92936,5/10/1988,5/21/1988,11,7/12/1988,5/26/1988
-SAL,1043-80191,,Y,ARCT882,-GPS,1383-27173,GSR=,1433-92936,5/10/1988,5/21/1988,11,7/12/1988,5/26/1988
WSn-,1433-87454,,Y,ARCT851,-GPS,1383-27173,FFS=,1383-27251,4/20/1985,5/1/1985,11,7/12/1988,5/8/1985
RSF-,1433-87455,F,Y,ARCT851,-GPS,1383-27173,FFS=,1383-27251,4/20/1985,5/1/1985,11,7/12/1988,5/8/1985
GSF-,1433-87456,F,Y,ARCT851,-GPS,1383-27173,FFS=,1383-27251,4/20/1985,5/1/1985,11,7/12/1988,5/8/1985
YSF-,1433-87457,F,Y,ARCT851,-GPS,1383-27173,FFS=,1383-27251,4/20/1985,5/1/1985,11,7/12/1988,5/8/1985
PS-n,1423-42653,,Y,FARS822,A-SB,1383-27190,SB-W,1163-94272,5/28/1982,6/8/1982,11,4/10/1985,6/13/1982
OS-L,1423-42654,M,Y,FARS822,A-SB,1383-27190,SB-W,1163-94272,5/28/1982,6/8/1982,11,4/10/1985,6/13/1982
SP-L,1043-44202,F,Y,FARS843,A-SB,1383-27190,Y-BZ,1423-42819,4/21/1984,5/2/1984,11,4/10/1985,5/8/1984
SB-n,1423-42851,,Y,FARS843,A-SB,1383-27190,Y-BZ,1423-42819,4/21/1984,5/2/1984,11,4/10/1985,5/8/1984
GAS-,1053-56503,M,Y,NWES811,A-SA,1383-27192,F-GS,1383-27136,3/31/1981,4/11/1981,11,6/10/1981,4/18/1981
RAS-,1053-56789,F,Y,NWES811,A-SA,1383-27192,F-GS,1383-27136,3/31/1981,4/11/1981,11,6/10/1981,4/18/1981
WnS-,1383-27196,,Y,NWES811,A-SA,1383-27192,F-GS,1383-27136,3/31/1981,4/11/1981,11,6/10/1981,4/18/1981
nns-,1383-27198.1,,Y,NWES811,A-SA,1383-27192,F-GS,1383-27136,3/31/1981,4/11/1981,11,6/10/1981,4/18/1981
SL-L,1053-14499,M,Y,FIRE841,WLS-,1383-27224,-YAS,1383-27177,4/19/1984,4/30/1984,11,11/13/1986,5/7/1984
SO-L,1423-42845,M,Y,FIRE841,WLS-,1383-27224,-YAS,1383-27177,4/19/1984,4/30/1984,11,11/13/1986,5/7/1984
SF-n,1423-42847,,Y,FIRE841,WLS-,1383-27224,-YAS,1383-27177,4/19/1984,4/30/1984,11,11/13/1986,5/7/1984
-LSO,1433-92982,F,Y,PLAZ861,WLS-,1383-27224,-SAY,1323-63736,4/14/1986,4/25/1986,11,11/13/1986,5/3/1986
-FSO,1433-92983,M,Y,PLAZ861,WLS-,1383-27224,-SAY,1323-63736,4/14/1986,4/25/1986,11,11/13/1986,5/3/1986
-ASO,1433-92984,,Y,PLAZ861,WLS-,1383-27224,-SAY,1323-63736,4/14/1986,4/25/1986,11,11/13/1986,5/3/1986
-SGL,1043-80178,F,Y,BUBO881,YPS-,1383-27229,A-WZ,1433-93033,4/30/1988,5/11/1988,11,2/13/1989,5/18/1988
-SYL,1043-80179,,Y,BUBO881,YPS-,1383-27229,A-WZ,1433-93033,4/30/1988,5/11/1988,11,2/13/1989,5/18/1988
SWn-,1433-93168,,Y,WSIX872,YPS-,1383-27229,F-YZ,1433-92953,5/30/1987,6/10/1987,11,2/13/1989,6/18/1987
SRP-,1433-93169,,Y,WSIX872,YPS-,1383-27229,F-YZ,1433-92953,5/30/1987,6/10/1987,11,2/13/1989,6/18/1987
SGn-,1433-93170,,Y,WSIX872,YPS-,1383-27229,F-YZ,1433-92953,5/30/1987,6/10/1987,11,2/13/1989,6/18/1987
SYn-,1433-93171,,Y,WSIX872,YPS-,1383-27229,F-YZ,1433-92953,5/30/1987,6/10/1987,11,2/13/1989,6/18/1987
SP-A,1423-42848,,Y,LINS841,YBS-,1383-27267,-SYW,793-09885,4/21/1984,5/2/1984,11,7/13/1986,5/8/1984
SO-A,1423-42849,M,Y,LINS841,YBS-,1383-27267,-SYW,793-09885,4/21/1984,5/2/1984,11,7/13/1986,5/8/1984
-PSL,1433-92988,F,Y,LINS861,YBS-,1383-27267,-SYW,793-09885,4/15/1986,4/26/1986,11,7/13/1986,5/2/1986
-OSL,1433-92989,F,Y,LINS861,YBS-,1383-27267,-SYW,793-09885,4/15/1986,4/26/1986,11,7/13/1986,5/2/1986
S-RO,1423-42675,,Y,YTRE831,W-GZ,1383-27277,W-YZ,1383-27278,4/4/1983,4/15/1983,11,5/14/1987,4/22/1983
S-Gn,1423-42676,,Y,YTRE831,W-GZ,1383-27277,W-YZ,1383-27278,4/4/1983,4/15/1983,11,5/14/1987,4/22/1983
-BSn,1433-93012,,Y,YTRE862,W-GZ,1383-27277,S-YO,1423-42778,5/21/1986,6/1/1986,11,5/14/1987,6/5/1986
-PSn,1433-93013,,Y,YTRE862,W-GZ,1383-27277,S-YO,1423-42778,5/21/1986,6/1/1986,11,5/14/1987,6/5/1986
-OSn,1433-93014,,Y,YTRE862,W-GZ,1383-27277,S-YO,1423-42778,5/21/1986,6/1/1986,11,5/14/1987,6/5/1986
SWn-,1433-93046,,Y,YTRE871,W-GZ,1383-27277,S-YO,1423-42778,4/8/1987,4/19/1987,11,5/14/1987,4/27/1987
SRn-,1433-93047,,Y,YTRE871,W-GZ,1383-27277,S-YO,1423-42778,4/8/1987,4/19/1987,11,5/14/1987,4/27/1987
snn-,1433-93047.1,,Y,YTRE871,W-GZ,1383-27277,S-YO,1423-42778,4/8/1987,4/19/1987,11,5/14/1987,4/27/1987
S-Gn,1423-42751,,Y,FENC832,W-BZ,1383-27279,G-RZ,1423-42668,5/6/1983,5/17/1983,11,6/20/1983,5/26/1983
S-Yn,1423-42752,,Y,FENC832,W-BZ,1383-27279,G-RZ,1423-42668,5/6/1983,5/17/1983,11,6/20/1983,5/26/1983
S-Bn,1423-42753,,Y,FENC832,W-BZ,1383-27279,G-RZ,1423-42668,5/6/1983,5/17/1983,11,6/20/1983,5/26/1983
WnS-,1383-27217,,Y,WLIN811,W-BZ,1383-27279,L-SW,1323-63789,4/11/1981,4/22/1981,11,6/20/1983,4/29/1981
RnS-,1383-27218,,Y,WLIN811,W-BZ,1383-27279,L-SW,1323-63789,4/11/1981,4/22/1981,11,6/20/1983,4/29/1981
S-Gn,1423-42698,,Y,ANYR831,W-PZ,1383-27280,SYR-,793-09858,4/17/1983,4/28/1983,11,3/16/1984,5/8/1983
S-Bn,1423-42700,,Y,ANYR831,W-PZ,1383-27280,SYR-,793-09858,4/17/1983,4/28/1983,11,3/16/1984,5/8/1983
S-Pn,1423-42701,,Y,ANYR831,W-PZ,1383-27280,SYR-,793-09858,4/17/1983,4/28/1983,11,3/16/1984,5/8/1983
BS-A,1423-42611,,Y,NNWS821,W-LZ,1383-27283,R-GZ,1383-27288,4/17/1982,4/28/1982,11,1/10/1983,5/6/1982
PS-A,1423-42612,M,Y,NNWS821,W-LZ,1383-27283,R-GZ,1383-27288,4/17/1982,4/28/1982,11,1/10/1983,5/6/1982
OS-n,1423-42613,,Y,NNWS821,W-LZ,1383-27283,R-GZ,1383-27288,4/17/1982,4/28/1982,11,1/10/1983,5/6/1982
LS-n,1423-42614,,Y,NNWS821,W-LZ,1383-27283,R-GZ,1383-27288,4/17/1982,4/28/1982,11,1/10/1983,5/6/1982
Bn-Z,1053-56608,F,Y,BNCH891,R-WZ,1383-27285,R-GC,1433-93200,4/19/1989,4/30/1989,11,9/13/1984,5/6/1989
Pn-Z,1053-56609,F,Y,BNCH891,R-WZ,1383-27285,R-GC,1433-93200,4/19/1989,4/30/1989,11,9/13/1984,5/6/1989
OP-Z,1053-56610,F,Y,BNCH891,R-WZ,1383-27285,R-GC,1433-93200,4/19/1989,4/30/1989,11,9/13/1984,5/6/1989
Ln-Z,1053-56611,F,Y,BNCH891,R-WZ,1383-27285,R-GC,1433-93200,4/19/1989,4/30/1989,11,9/13/1984,5/6/1989
OS-n,1423-42604,,Y,COPS821,-PSB,1383-27289,L-SY,1383-27095,4/15/1982,4/26/1982,11,4/10/1985,5/1/1982
WBS-,1383-27264,,Y,COPS812,-PSB,1383-27289,L-SG,1383-27073,5/19/1981,5/30/1981,11,4/10/1985,6/5/1981
GnS-,1383-27266,,Y,COPS812,-PSB,1383-27289,L-SG,1383-27073,5/19/1981,5/30/1981,11,4/10/1985,6/5/1981
YBS-,1383-27267,F,Y,COPS812,-PSB,1383-27289,L-SG,1383-27073,5/19/1981,5/30/1981,11,4/10/1985,6/5/1981
RBS-,1433-92044,M,Y,COPS812,-PSB,1383-27289,L-SG,1383-27073,5/19/1981,5/30/1981,11,4/10/1985,6/5/1981
WSn-,1433-87472,,Y,WCOP851,WS-F,1423-42617,SW-G,1383-27134,4/25/1985,5/6/1985,11,2/13/1989,5/13/1985
RSn-,1433-87473,,Y,WCOP851,WS-F,1423-42617,SW-G,1383-27134,4/25/1985,5/6/1985,11,2/13/1989,5/13/1985
GSN-,1433-87474,,Y,WCOP851,WS-F,1423-42617,SW-G,1383-27134,4/25/1985,5/6/1985,11,2/13/1989,5/13/1985
YSn-,1433-87475,,Y,WCOP851,WS-F,1423-42617,SW-G,1383-27134,4/25/1985,5/6/1985,11,2/13/1989,5/13/1985
-SOA,1053-14442,F,Y,WCOP882,WS-F,1423-42617,S-OB,1423-42680,6/7/1988,6/18/1988,11,2/13/1989,6/23/1988
-SLA,1053-14443,F,Y,WCOP882,WS-F,1423-42617,S-OB,1423-42680,6/7/1988,6/18/1988,11,2/13/1989,6/23/1988
-SFA,1053-14444,F,Y,WCOP882,WS-F,1423-42617,S-OB,1423-42680,6/7/1988,6/18/1988,11,2/13/1989,6/23/1988
-SAA,1053-14445,,Y,WCOP882,WS-F,1423-42617,S-OB,1423-42680,6/7/1988,6/18/1988,11,2/13/1989,6/23/1988
SW-n,1423-42858,,Y,WCOP841,WS-F,1423-42617,SW-G,1383-27134,4/23/1984,5/4/1984,11,2/13/1989,5/13/1984
SR-n,1423-42859,,Y,WCOP841,WS-F,1423-42617,SW-G,1383-27134,4/23/1984,5/4/1984,11,2/13/1989,5/13/1984
SG-n,1423-42860,,Y,WCOP841,WS-F,1423-42617,SW-G,1383-27134,4/23/1984,5/4/1984,11,2/13/1989,5/13/1984
SY-n,1423-42861,,Y,WCOP841,WS-F,1423-42617,SW-G,1383-27134,4/23/1984,5/4/1984,11,2/13/1989,5/13/1984
SY-L,1423-42866,M,Y,SSAN841,GS-F,1423-42619,LS-L,1423-42637,5/1/1984,5/12/1984,11,3/14/1986,5/20/1984
SB-n,1423-42867,,Y,SSAN841,GS-F,1423-42619,LS-L,1423-42637,5/1/1984,5/12/1984,11,3/14/1986,5/20/1984
WSn-,1433-87479,,Y,POLA851,YS-O,1423-42633,-GSW,793-09760,4/26/1985,5/7/1985,11,3/14/1986,5/14/1985
GSA-,1433-87481,F,Y,POLA851,YS-O,1423-42633,-GSW,793-09760,4/26/1985,5/7/1985,11,3/14/1986,5/14/1985
RSA-,1453-39196,M,Y,POLA851,YS-O,1423-42633,-GSW,793-09760,4/26/1985,5/7/1985,11,3/14/1986,5/14/1985
LSA-,1433-87486,,Y,RATL851,YS-A,1423-42635,Y-GZ,1423-42783,4/28/1985,5/9/1985,11,6/14/1988,5/16/1985
FSA-,1433-87487,,Y,RATL851,YS-A,1423-42635,Y-GZ,1423-42783,4/28/1985,5/9/1985,11,6/14/1988,5/16/1985
ASA-,1433-87488,,Y,RATL851,YS-A,1423-42635,Y-GZ,1423-42783,4/28/1985,5/9/1985,11,6/14/1988,5/16/1985
SL-n,1423-42870,,Y,RATL841,YS-A,1423-42635,Y-GZ,1423-42783,5/6/1984,5/17/1984,11,6/14/1988,5/22/1984
SF-n,1423-42871,,Y,RATL841,YS-A,1423-42635,Y-GZ,1423-42783,5/6/1984,5/17/1984,11,6/14/1988,5/22/1984
SA-n,1423-42872,,Y,RATL841,YS-A,1423-42635,Y-GZ,1423-42783,5/6/1984,5/17/1984,11,6/14/1988,5/22/1984
An-Z,1053-56702,M,Y,ERIN892,FAS=,1423-42641,=SOG,1053-14462,5/18/1989,5/29/1989,11,5/12/1982,6/5/1989
S-WL,1423-42745,F,Y,CTRW831,R-OZ,1423-42645,R-PZ,1423-42644,4/29/1983,5/10/1983,11,11/11/1983,5/16/1983
S-RL,1423-42746,,Y,CTRW831,R-OZ,1423-42645,R-PZ,1423-42644,4/29/1983,5/10/1983,11,11/11/1983,5/16/1983
S-GL,1423-42747,,Y,CTRW831,R-OZ,1423-42645,R-PZ,1423-42644,4/29/1983,5/10/1983,11,11/11/1983,5/16/1983
SP-G,1423-42812,,Y,SIXS841,R-AZ,1423-42665,L-SF,1383-27125,4/12/1984,4/23/1984,11,1/11/1990,5/3/1984
SO-G,1423-42813,,Y,SIXS841,R-AZ,1423-42665,L-SF,1383-27125,4/12/1984,4/23/1984,11,1/11/1990,5/3/1984
SL-n,1423-42814,,Y,SIXS841,R-AZ,1423-42665,L-SF,1383-27125,4/12/1984,4/23/1984,11,1/11/1990,5/3/1984
SF-n,1423-42815,,Y,SIXS841,R-AZ,1423-42665,L-SF,1383-27125,4/12/1984,4/23/1984,11,1/11/1990,5/3/1984
S-Pn,1423-42748,,Y,SIXS831,R-AZ,1423-42665,L-SF,1383-27125,4/29/1983,5/10/1983,11,1/11/1990,5/18/1983
S-On,1423-42749,,Y,SIXS831,R-AZ,1423-42665,L-SF,1383-27125,4/29/1983,5/10/1983,11,1/11/1990,5/18/1983
S-Ln,1423-42750,,Y,SIXS831,R-AZ,1423-42665,L-SF,1383-27125,4/29/1983,5/10/1983,11,1/11/1990,5/18/1983
